281.75	0.122975
282	0.113715
282.25	0.096931
282.5	0.093528
282.75	0.093044
283	0.082715
283.25	0.07899
283.5	0.074861
283.75	0.071298
284	0.062322
284.25	0.059118
284.5	0.047438
284.75	0.05027
285	0.049023
285.25	0.041576
285.5	0.044368
285.75	0.038682
286	0.033514
286.25	0.030501
286.5	0.031594
286.75	0.026641
287	0.024087
287.25	0.018549
287.5	0.01826
287.75	0.020628
288	0.016781
288.25	0.019921
288.5	0.017575
288.75	0.019724
289	0.009841
289.25	0.013347
289.5	0.012395
289.75	0.007101
290	0.010514
290.25	0.010163
290.5	0.004765
290.75	0.008056
291	0.013301
291.25	0.013293
291.5	0.005761
291.75	0.006125
292	0.005629
292.25	0.009317
292.5	0.004207
292.75	0.008266
293	0.003092
293.25	0.009965
293.5	0.001603
293.75	0.0002
294	0.008432
294.25	0.004997
294.5	0.004286
294.75	0.009056
295	0.00709
295.25	0.005214
295.5	0.001963
295.75	0.004707
296	0.010258
296.25	0.00255
296.5	0.006887
296.75	0.003903
297	0.007885
297.25	0.003716
297.5	0.00244
297.75	0.007706
298	0.003409
298.25	0.005588
298.5	0.002615
298.75	0.005322
299	0.005966
299.25	0.001977
299.5	0.007276
299.75	0.005934
300	0.000803
300.25	0.005351
300.5	0.004795
300.75	0.009171
301	0.000978
301.25	0.005116
301.5	0.000395
301.75	0.003801
302	0.001459
302.25	0.004773
302.5	0.001262
302.75	0.004228
303	0.000986
303.25	0.000882
303.5	0.000402
303.75	0.0039
304	0.002891
304.25	0.006553
304.5	0.000967
304.75	0.002674
305	0.002484
305.25	0.006613
305.5	0.002252
305.75	0.000674
306	0.000945
306.25	0.003469
306.5	0.004903
306.75	0.005314
307	0.003596
307.25	0.002063
307.5	0.001012
307.75	0.003711
308	0.000852
308.25	0.003187
308.5	0.007465
308.75	0.005891
309	0.009083
309.25	0.008581
309.5	0.00086
309.75	0.007424
310	0.004679
310.25	0.001529
310.5	0.003923
310.75	0.00494
311	0.003124
311.25	0.002315
311.5	0.001402
311.75	0.005005
312	0.000685
312.25	0.006993
312.5	0.002745
312.75	0.000775
313	0.004205
313.25	0.003819
313.5	0.00622
313.75	0.005076
314	0.000821
314.25	0.000402
314.5	0.00315
314.75	0.001722
315	0.00341
315.25	0.001232
315.5	0.001835
315.75	0.003552
316	0.000958
316.25	0.001667
316.5	0.001713
316.75	0.005861
317	0.003146
317.25	0.005894
317.5	0.002941
317.75	0.003556
318	0.00411
318.25	0.00524
318.5	0.003406
318.75	0.003975
319	0.004689
319.25	0.004916
319.5	0.000712
319.75	0.00643
320	0.006132
320.25	0.003318
320.5	0.005532
320.75	0.006551
321	0.003693
321.25	0.00018
321.5	0.005135
321.75	0.002894
322	0.002779
322.25	0.000766
322.5	0.001357
322.75	0.001413
323	0.005669
323.25	0.003849
323.5	0.001649
323.75	0.004155
324	0.000949
324.25	0.003988
324.5	0.00571
324.75	0.002022
325	0.005746
325.25	0.001712
325.5	0.003728
325.75	0.001572
326	0.003318
326.25	0.004248
326.5	0.004785
326.75	0.001845
327	0.004235
327.25	0.008968
327.5	0.001859
327.75	0.00415
328	0.000661
328.25	0.002437
328.5	0.00329
328.75	0.005652
329	0.001214
329.25	0.004296
329.5	0.001641
329.75	0.003503
330	0.002717
330.25	0.001489
330.5	0.004336
330.75	0.004705
331	0.013332
331.25	0.003586
331.5	0.002749
331.75	0.000609
332	0.00044
332.25	0.002136
332.5	0.001764
332.75	0.004738
333	0.003045
333.25	0.001323
333.5	0.003503
333.75	0.002788
334	0.006329
334.25	0.002742
334.5	0.001552
334.75	0.006489
335	0.001547
335.25	0.005861
335.5	0.000057
335.75	0.004196
336	0.00374
336.25	0.000559
336.5	0.002535
336.75	0.011216
337	0.005542
337.25	0.000707
337.5	0.000734
337.75	0.002497
338	0.006485
338.25	0.009499
338.5	0.011339
338.75	0.00077
339	0.003445
339.25	0.003103
339.5	0.000116
339.75	0.000769
340	0.000112
340.25	0.000401
340.5	0.003135
340.75	0.001487
341	0.000985
341.25	0.004704
341.5	0.003089
341.75	0.004401
342	0.000828
342.25	0.000583
342.5	0.005058
342.75	0.002133
343	0.001646
343.25	0.001121
343.5	0.004028
343.75	0.004036
344	0.002304
344.25	0.000652
344.5	0.000887
344.75	0.00429
345	0.007121
345.25	0.001362
345.5	0.00211
345.75	0.002676
346	0.001628
346.25	0.005296
346.5	0.002006
346.75	0.002735
347	0.001906
347.25	0.009269
347.5	0.006516
347.75	0.003606
348	0.001256
348.25	0.007756
348.5	0.004678
348.75	0.004908
349	0.004365
349.25	0.005369
349.5	0.000238
349.75	0.001253
350	0.000863
