201	1.370306
201.25	1.373379
201.5	1.358511
201.75	1.357044
202	1.372024
202.25	1.314663
202.5	1.344674
202.75	1.334537
203	1.337503
203.25	1.308367
203.5	1.331989
203.75	1.374575
204	1.346857
204.25	1.319665
204.5	1.340563
204.75	1.358337
205	1.346385
205.25	1.340876
205.5	1.323665
205.75	1.334343
206	1.289784
206.25	1.301738
206.5	1.300171
206.75	1.296334
207	1.283733
207.25	1.265455
207.5	1.260476
207.75	1.242794
208	1.256016
208.25	1.218096
208.5	1.227785
208.75	1.210943
209	1.216613
209.25	1.196877
209.5	1.200971
209.75	1.162527
210	1.169892
210.25	1.151904
210.5	1.125861
210.75	1.121464
211	1.101192
211.25	1.08794
211.5	1.080214
211.75	1.058553
212	1.038785
212.25	1.013618
212.5	1.008951
212.75	0.986423
213	0.967449
213.25	0.953731
213.5	0.940047
213.75	0.932845
214	0.900369
214.25	0.887618
214.5	0.865123
214.75	0.846072
215	0.832549
215.25	0.81384
215.5	0.807035
215.75	0.777633
216	0.781417
216.25	0.760223
216.5	0.73441
216.75	0.71806
217	0.698514
217.25	0.673823
217.5	0.651454
217.75	0.628202
218	0.623092
218.25	0.595251
218.5	0.583889
218.75	0.575838
219	0.54349
219.25	0.54221
219.5	0.52343
219.75	0.499802
220	0.489498
220.25	0.469717
220.5	0.456659
220.75	0.438139
221	0.42481
221.25	0.414265
221.5	0.392199
221.75	0.386203
222	0.379447
222.25	0.354845
222.5	0.354996
222.75	0.339567
223	0.337698
223.25	0.318221
223.5	0.322276
223.75	0.311221
224	0.305954
224.25	0.290226
224.5	0.27595
224.75	0.290719
225	0.267997
225.25	0.27552
225.5	0.265181
225.75	0.266137
226	0.25357
226.25	0.268351
226.5	0.247931
226.75	0.257885
227	0.252526
227.25	0.252601
227.5	0.250556
227.75	0.24964
228	0.244042
228.25	0.251898
228.5	0.253874
228.75	0.25427
229	0.256412
229.25	0.265935
229.5	0.262832
229.75	0.266647
230	0.270676
230.25	0.267313
230.5	0.271765
230.75	0.286961
231	0.290191
231.25	0.290702
231.5	0.297982
231.75	0.30119
232	0.307395
232.25	0.313046
232.5	0.31937
232.75	0.330615
233	0.336591
233.25	0.347985
233.5	0.355697
233.75	0.352471
234	0.365249
234.25	0.370279
234.5	0.382426
234.75	0.396278
235	0.401803
235.25	0.410403
235.5	0.416591
235.75	0.422067
236	0.429807
236.25	0.447032
236.5	0.453176
236.75	0.469348
237	0.473582
237.25	0.482678
237.5	0.490113
237.75	0.500793
238	0.506028
238.25	0.527477
238.5	0.535044
238.75	0.541567
239	0.54974
239.25	0.567724
239.5	0.574027
239.75	0.582486
240	0.596898
240.25	0.606002
240.5	0.613582
240.75	0.627918
241	0.634631
241.25	0.6519
241.5	0.664476
241.75	0.672888
242	0.6815
242.25	0.689186
242.5	0.694083
242.75	0.721682
243	0.725681
243.25	0.735523
243.5	0.755425
243.75	0.765302
244	0.775577
244.25	0.780815
244.5	0.801002
244.75	0.810179
245	0.82263
245.25	0.825352
245.5	0.842136
245.75	0.843445
246	0.862795
246.25	0.873336
246.5	0.880252
246.75	0.895217
247	0.899905
247.25	0.923274
247.5	0.926775
247.75	0.940497
248	0.949795
248.25	0.966664
248.5	0.963814
248.75	0.979994
249	0.998129
249.25	1.017609
249.5	1.019759
249.75	1.019541
250	1.037174
250.25	1.054488
250.5	1.066903
250.75	1.066529
251	1.070444
251.25	1.087645
251.5	1.09417
251.75	1.109408
252	1.111716
252.25	1.112918
252.5	1.136093
252.75	1.139776
253	1.132985
253.25	1.144925
253.5	1.156435
253.75	1.162523
254	1.172047
254.25	1.172288
254.5	1.182498
254.75	1.181541
255	1.18908
255.25	1.198745
255.5	1.196924
255.75	1.195343
256	1.206371
256.25	1.207126
256.5	1.225496
256.75	1.206606
257	1.222703
257.25	1.216804
257.5	1.219781
257.75	1.219018
258	1.219761
258.25	1.234374
258.5	1.231554
258.75	1.216783
259	1.221198
259.25	1.218587
259.5	1.231842
259.75	1.222162
260	1.220909
260.25	1.221444
260.5	1.225027
260.75	1.214816
261	1.201897
261.25	1.200512
261.5	1.192537
261.75	1.181795
262	1.185066
262.25	1.162749
262.5	1.169655
262.75	1.168514
263	1.154796
263.25	1.144158
263.5	1.147298
263.75	1.130794
264	1.123968
264.25	1.119216
264.5	1.100087
264.75	1.0904
265	1.082098
265.25	1.07489
265.5	1.050734
265.75	1.055893
266	1.035886
266.25	1.019781
266.5	1.010212
266.75	0.997254
267	0.994132
267.25	0.972396
267.5	0.959178
267.75	0.946369
268	0.931481
268.25	0.927723
268.5	0.903417
268.75	0.885454
269	0.869894
269.25	0.856384
269.5	0.836857
269.75	0.823005
270	0.809173
270.25	0.79568
270.5	0.772261
270.75	0.767316
271	0.747193
271.25	0.725393
271.5	0.714053
271.75	0.698526
272	0.678259
272.25	0.655455
272.5	0.649739
272.75	0.625206
273	0.609326
273.25	0.590045
273.5	0.574648
273.75	0.555828
274	0.537677
274.25	0.51685
274.5	0.507187
274.75	0.487244
275	0.469966
275.25	0.452765
275.5	0.441988
275.75	0.420502
276	0.412072
276.25	0.39477
276.5	0.378378
276.75	0.355075
277	0.344602
277.25	0.330139
277.5	0.319579
277.75	0.299687
278	0.289509
278.25	0.278557
278.5	0.257655
278.75	0.249208
279	0.24039
279.25	0.225652
279.5	0.211496
279.75	0.202033
280	0.191643
280.25	0.179558
280.5	0.170308
280.75	0.157325
281	0.149322
281.25	0.145438
281.5	0.12567
